file,rss,pss,shared_clean,private_clean,private_dirty,anonymous,file_backed
pmap1.txt,321600,313213,11288,43612,266700,266700,54900
pmap2.txt,322032,313681,11236,43344,267452,267452,54580
pmap3.txt,319848,311491,11252,44124,264472,264472,55376
pmap4.txt,319160,310982,10988,43776,264396,264396,54764
