file,rss,pss,shared_clean,private_clean,private_dirty,anonymous,file_backed
pmap1.txt,399352,391012,11248,65740,322364,322364,76988
pmap2.txt,399480,391121,11264,65832,322384,322384,77096
pmap3.txt,398196,390091,10884,64932,322380,322380,75816
pmap4.txt,391708,383366,11248,65188,315272,315272,76436
